experiment_id,folder,title,file_count,total_bytes,frame_class,evidence_class,best_reported_mae_c,reported_baseline_mae_c,computed_delta_c,reported_status,key_summary,primary_concern,recommended_action,reproducibility_note
0187,0187_deployable_isd_memory_residual_fusion,Deployable ISD Station-Network Memory Residual Fusion,21,420787,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.0664780238061429,1.0791073124406458,-0.012629288634502966,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_UNLESS_FUTURE_REPLAY_CONFIRMS`. ## What Was Learned This experiment tested whether station-network physical state can convert the HF diagnostic lesson into a deployable long-history residual correction. ## Realized Point-MAE Change MAE delta versus official is `-0.012629` C. Delta versus parent 0185 is `0.002551` C. ## Information Gain Outside Point MAE The selected fold models show whether the station-network signal is strong enough to displace or blend with T-7 residual memory under chronological selection. ## Robustness And Uncertainty All model selection is nested inside prior history. The feature set uses only cutoff-safe ISD summaries, exact-vintage forecast fields, lag-seven m","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0188,0188_nested_expert_router_0185_0187,"Nested Expert Router Between Official, 0185, and 0187",19,338125,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.0616868490946625,1.0791073124406458,-0.01742046334598335,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## What Was Learned 0188 tested whether station-fusion's tail/cool-season strengths can be harvested without inheriting its warm-season damage. ## Realized Point-MAE Change Delta versus official is `-0.017420` C. Delta versus parent 0185 is `-0.002240` C. ## Information Gain Outside Point MAE The context gate table shows whether expert superiority is stable enough to route. A failure here means broad parent routing is too coarse and future routers need more physical contexts. ## Robustness And Uncertainty All gates are prior-history only. No current-fold target result can choose its own expert. ## Failure Diagnosis If not promoted, the likely failure is context","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0189,0189_t7_online_expert_weighting,"T-7 Online Expert Weighting Over Official, 0185, and 0187",20,599122,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.059735929528779,1.0791073124406458,-0.019371382911866908,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## What Was Learned 0189 tested whether soft T-7 expert weighting is better than hard routing between the same leakage-passed parents. ## Realized Point-MAE Change Delta versus official is `-0.019371` C. Delta versus 0188 is `-0.001951` C. ## Information Gain Outside Point MAE The learned weights reveal whether 0187's station signal should be used as a small continuous influence or only as a hard routed specialist. ## Robustness And Uncertainty All weight states are prequential and T-7 mature. Fold config selection is prior-history only. ## Failure Diagnosis If this did not beat 0188, hard context routing is more useful than smooth loss weighting for these expe","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0190,0190_t7_post_ensemble_residual_calibration,T-7 Post-Ensemble Residual Calibration,20,404043,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.0519647688568523,1.0791073124406458,-0.027142543583793532,COMPLETED_PROMOTION_CANDIDATE,"# Conclusion ## Verdict Status is `COMPLETED_PROMOTION_CANDIDATE` with promotion decision `PROMOTE_OVER_0189_NO_CONFIRMATION`. ## What Was Learned 0190 tested whether 0189's remaining signed bias was stable enough for a second-stage mature residual correction. ## Realized Point-MAE Change Delta versus official is `-0.027143` C. Delta versus 0189 is `-0.007771` C. ## Information Gain Outside Point MAE The result shows whether post-ensemble calibration is worth adding or whether the online expert weighting already absorbs available memory. ## Robustness And Uncertainty All calibration states are T-7 mature and selected by prior-year performance only. ## Failure Diagnosis If not promoted, the likely cause is residual-memory redundancy with 0189's own expert weighting. ## Promotion Status Conf","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0191,0191_t7_sign_asymmetric_residual_calibration,T-7 Sign-Asymmetric Residual Calibration,20,466041,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.051993138484969,1.0791073124406458,-0.027114173955676835,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## What Was Learned 0191 tested whether 0190's remaining correction-sign-conditioned residual bias was stable enough for another mature residual correction. ## Realized Point-MAE Change Delta versus official is `-0.027114` C. Delta versus 0190 is `0.000028` C. ## Information Gain Outside Point MAE The result shows whether post-ensemble calibration is worth adding or whether the online expert weighting already absorbs available memory. ## Robustness And Uncertainty All calibration states are T-7 mature and selected by prior-year performance only. ## Failure Diagnosis If not promoted, the likely cause is residual-memory redundancy with 0190's own post-ensemble ca","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0192,0192_t7_tail_risk_trust_governor,T-7 Tail-Risk Trust Governor,20,510293,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.051977821474906,1.0791073124406458,-0.0271294909657398,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## What Was Learned 0192 tested whether mature prior relative loss can tell when to trust or shrink the 0190 correction. ## Realized Point-MAE Change Delta versus official is `-0.027129` C. Delta versus 0190 is `0.000013` C. ## Information Gain Outside Point MAE The result shows whether trust/routing information remains after the 0190 post-ensemble calibration. ## Robustness And Uncertainty All trust states are T-7 mature and selected by prior-year performance only. ## Failure Diagnosis If not promoted, the likely cause is that 0190's correction is already robust enough that prior-loss shrinkage gives up more lift than it saves. ## Promotion Status Confirmation","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0193,0193_source_era_residual_bridge,Source-Era Residual Bridge Over 0190,20,467178,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.0533408099348571,1.0791073124406458,-0.025766502505788713,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## What Was Learned 0193 tested whether 0190's remaining source-era residual bias was stable enough for a mature residual correction. ## Realized Point-MAE Change Delta versus official is `-0.025767` C. Delta versus 0190 is `0.001376` C. ## Information Gain Outside Point MAE The result shows whether source metadata remains useful after the 0190 post-ensemble calibration. ## Robustness And Uncertainty All calibration states are T-7 mature and selected by prior-year performance only. ## Failure Diagnosis If not promoted, the likely cause is that 0190's selected month/global calibration already absorbs the source-era bias. ## Promotion Status Confirmation remains ","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0194,0194_isd_role_compressed_regime_proxy,ISD Role-Compressed Regime Proxy Over 0190,22,580987,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.0440189218981493,1.0791073124406458,-0.03508839054249657,COMPLETED_PROMOTION_CANDIDATE,"# Conclusion ## Verdict Status is `COMPLETED_PROMOTION_CANDIDATE` with promotion decision `PROMOTE_OVER_0190_NO_CONFIRMATION`. ## What Was Learned 0194 tested whether compressed deployable ISD station roles remain useful after the 0190 post-ensemble residual calibration. ## Realized Point-MAE Change Delta versus official is `-0.035088` C. Delta versus 0190 is `-0.007946` C. ## Information Gain Outside Point MAE Fold selections show whether station-regime information can prove prior-history value beyond the champion or whether zero correction dominates. ## Robustness And Uncertainty All model fitting, imputation, scaling, and selection are chronological. The first fold has no prior history and therefore uses zero correction by design. ## Failure Diagnosis If not promoted, the station-networ","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0195,0195_june_warm_season_noharm_governor,June Warm-Season No-Harm Governor Over 0194,20,573631,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.0440189218981493,1.0791073124406458,-0.03508839054249657,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## What Was Learned 0195 tested whether the remaining June/warm-season harm in 0194 can be safely governed by mature prior relative-loss states. ## Realized Point-MAE Change Delta versus official is `-0.035088` C. Delta versus 0194 is `0.000000` C. ## Robustness And Uncertainty The no-gate 0194 reproduction is always in the config grid. Any abstention must earn selection on prior years only. ## Failure Diagnosis If the selected config is `no_gate`, the governor did not find enough prior-history evidence that abstaining from 0194 improves global MAE. That means the June harm pocket exists, but the available month and warm-season relative-loss memory is not stron","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0196,0196_station_network_tail_conditioned_residual_expert,Station-Network Tail-Conditioned Residual Expert Over 0194,22,571278,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.038828991902469,1.0791073124406458,-0.040278320538176926,COMPLETED_PROMOTION_CANDIDATE,"# Conclusion ## Verdict Status is `COMPLETED_PROMOTION_CANDIDATE` with promotion decision `PROMOTE_OVER_0194_NO_CONFIRMATION`. ## What Was Learned 0196 tested whether station-network features can still correct the largest remaining 0194 errors when training is explicitly weighted toward historical parent-tail cases. ## Realized Point-MAE Change Delta versus official is `-0.040278` C. Delta versus 0194 is `-0.005190` C. ## Information Gain Outside Point MAE Selected folds and tail slices show whether the 0194 residual has remaining deployable station-regime structure or whether the role-compressed parent already consumed it. ## Robustness And Uncertainty Robustness comes from the zero-correction fallback, prior-window model selection, fold-local imputation and scaling, and small clipped res","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0197,0197_correction_saturation_trust_governor,Correction Saturation Trust Governor Over 0196,20,573729,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.038828991902469,1.0791073124406458,-0.040278320538176926,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## What Was Learned 0197 tested whether 0196 correction sign, magnitude, source, and month contexts contain enough mature loss information to improve the champion by shrinking harmful corrections. ## Realized Point-MAE Change Delta versus official is `-0.040278` C. Delta versus 0196 is `0.000000` C. ## Robustness And Uncertainty Robustness comes from defaulting to the 0196 parent, selecting configs only on prior years, and admitting loss updates only after seven target days. The uncertainty is that trust shrinkage may be too reactive or too sparse for small residual harms. ## Failure Diagnosis If no-gate is selected or MAE does not improve, correction sign/magn","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0198,0198_source_era_online_expert_router,Source-Era Online Expert Router Over 0196,20,515542,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.038828991902469,1.0791073124406458,-0.040278320538176926,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## What Was Learned 0198 tested whether source-era online expert losses can improve the 0196 champion by routing among official, 0190, 0194, and 0196. ## Realized Point-MAE Change Delta versus official is `-0.040278` C. Delta versus 0196 is `0.000000` C. ## Robustness And Uncertainty Robustness comes from using frozen expert predictions, defaulting to 0196 when mature evidence is absent, selecting configs only on prior years, and updating expert losses only after seven target days. Remaining uncertainty is adaptive search risk across many child experiments on the same development frame. ## Failure Diagnosis If parent-only is selected or MAE does not improve, so","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0199,0199_station_role_feature_family_replay,Station-Role Feature Family Replay Over 0196,22,569048,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.0398045515293188,1.0791073124406458,-0.039302760911327006,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## What Was Learned 0199 tested whether the broad 0196 station-tail signal is better captured by a restricted physical feature family. ## Realized Point-MAE Change Delta versus official is `-0.039303` C. Delta versus 0196 is `0.000976` C. ## Information Gain Outside Point MAE The selected feature families and inner-validation tables identify which station-role mechanisms can compete with the broad champion and which are redundant. ## Robustness And Uncertainty Robustness comes from explicit 0196 fallback, prior-year selection, fold-local preprocessing, small caps, and restricted feature sets. The uncertainty is that this is still adaptive replay on the same dev","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0200,0200_climatological_analogue_blend,Climatological Analogue Blend Over 0196,20,392288,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.0382959748383096,1.0791073124406458,-0.04081133760233624,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## What Was Learned 0200 tested whether historical analogue target outcomes add safe base-rate correction beyond the 0196 station-tail champion. ## Realized Point-MAE Change Delta versus official is `-0.040811` C. Delta versus 0196 is `-0.000533` C. ## Robustness And Uncertainty Robustness comes from T-7 analogue maturity, prior-year config selection, parent-only fallback, and clipped small adjustments. The uncertainty is that analogue similarity is still fit to the development corpus and may not generalize if source regimes drift. ## Failure Diagnosis If parent-only is selected or analogue blending worsens MAE, historical target analogue correction is already ","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0201,0201_independent_feature_group_stacked_router,Independent Feature-Group Stacked Router Over 0196,23,3178862,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.04032600421822,1.0791073124406458,-0.03878130822242576,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## What Was Learned 0201 tests whether feature-family signals from 0199 become more useful when stacked rather than selected one at a time. ## Realized Point-MAE Change Delta versus official is `-0.038781` C. Delta versus 0196 is `0.001497` C. ## Robustness And Limits The stack is selected only from prior years and falls back to 0196 when prior evidence is weak. This is still a development-corpus result, not a confirmation result. ## Failure Diagnosis If the selected stack loses to 0196, the failure means the inner-period family gains did not transfer reliably to the scored outer era. The lane can still be informative: it separates true RSS-era or warm-season h","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0202,0202_operational_nwp_backfill_requirement_study,Operational NWP Backfill Requirement Study,14,51666,expanded_official_5265,BLOCKED_HIGH_VALUE_SOURCE,,,,BLOCKED_MISSING_DATA,"# Conclusion ## Verdict 0202 is `BLOCKED_MISSING_DATA`. It does not score a model and it does not change the champion. ## Learned The local repository contains exact-vintage live or inventory artifacts, but not a ready historical external forecast archive that can be joined to the 2000-2023 T-24 frame. The station-network plateau is therefore not surprising: the strongest currently deployable information has already been mined from official forecasts and cutoff-safe surface observations. ## MAE Impact Candidate MAE is not reported because scoring would require inventing rows or using nonhistorical snapshots. The current champion remains 0196 at 1.038829 C MAE on 5265 rows. ## Robustness The audit is robust because it requires issue time, valid/forecast time, pre-2024 coverage, decoded fiel",No valid score because required exact-vintage NWP/external forecast history is missing,Execute acquisition/decoding; do not fabricate a backtest.,Self-contained experiment artifacts or legacy report
0203,0203_july_october_micro_no_harm_governor,July-October Micro No-Harm Governor Over 0196,21,356676,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.038828991902469,1.0791073124406458,-0.040278320538176926,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## Learned 0203 tests whether the useful tiny signals from 0200 and 0201 can be harvested without the broad harm seen in 0201. The answer depends on whether mature prior month/source contexts fire often enough and transfer to the outer folds. ## MAE Delta versus official is `-0.040278` C. Delta versus 0196 is `0.000000` C. ## Robust The design is robust against leakage because every row defaults to 0196 and switch decisions use only T-7 mature losses. Config selection is prior-year only. ## Failure If the governor does not improve global MAE, the remaining pockets are either too small, too sparse, or too unstable to safely override the champion with same-corpus","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0204,0204_external_forecast_vintage_acquisition_plan,External Forecast Vintage Acquisition Plan,16,40214,expanded_official_5265,BLOCKED_HIGH_VALUE_SOURCE,1.038829,,,BLOCKED_MISSING_DATA,"# Conclusion ## Verdict 0204 is `BLOCKED_MISSING_DATA`. It is a valid blocker-resolution artifact, not a promoted model. ## Learned The next high-value scored lane is no longer ambiguous. It needs raw historical operational forecast vintages, decoded Hong Kong domain fields, issue and valid times, and a row-level availability assertion before any model training. ## MAE No candidate MAE is reported. Reporting one would require pretending that an archive exists. The best valid development MAE remains 1.038829 C from 0196. ## Robust The plan is robust because it rejects reanalysis substitution, live-only snapshots, and files without raw lineage. It also forces the future candidate to compare against 0196 on identical rows. ## Failure The blocker is external data acquisition, not a code or mod",No valid score because required exact-vintage NWP/external forecast history is missing,Execute acquisition/decoding; do not fabricate a backtest.,Self-contained experiment artifacts or legacy report
0205,0205_t7_mature_synoptic_trajectory_residual,T-7 Mature Synoptic Trajectory Residual Expert Over 0196,22,359868,expanded_official_5265,METHOD_VALID_BUT_DATA_QC_OR_AVAILABILITY_DEPENDENT,1.0389344101904945,1.0791073124406458,-0.040172902250151354,COMPLETED_INFORMATION_GAIN_ONLY,"# Conclusion ## Verdict Status is `COMPLETED_INFORMATION_GAIN_ONLY` with promotion decision `DO_NOT_PROMOTE_YET_INFORMATION_GAIN`. ## Learned 0205 tests whether mature synoptic trajectory memory contains a distinct residual signal over 0196 after frozen-expert routing has plateaued. ## MAE Delta versus official is `-0.040173` C. Delta versus 0196 is `0.000105` C. ## Robust The design is robust against forward-looking leakage because all observation-derived weather states are shifted to T-7 or older and all model/config selection is chronological. ## Failure If the result is not promotable, then mature lagged weather trajectories are either already absorbed by 0196 and official forecast context or too weak to offset added variance. That would push the next experiments toward different respo","Method is chronological, but it inherits ISD/proxy data whose wind parser and operational-vintage proof are unresolved",Treat as research-proxy evidence; replay after data repair and eligibility split.,Self-contained experiment artifacts or legacy report
0206,0206_audit_driven_database_ingestion,Audit-Driven Database Ingestion,23,1116056,database_ingestion,CONTROL_AUDIT_OR_DATA_ENGINEERING,,,,PASS,# Conclusion The audit contract has been verified and reconciled. Database status: `LOADED`. Production database loaded: `False`. Local test database loaded: `True`. Critical blockers remain open exactly as supplied by the audit bundle. Storage or registration does not make diagnostic data production-eligible.,No predictive score should be inferred,"Retain; use as governance, coverage, timestamp, or database evidence.",Self-contained experiment artifacts or legacy report
,hko_official_backfill_monitor,hko_official_backfill_monitor,9,453617,unknown,ACQUISITION_MONITOR,,,,,,Not a forecast experiment,Keep as operational monitoring evidence.,Self-contained experiment artifacts or legacy report
